"","species","varval","genus","family","order","class","phylum","kingdom"
"255759","Ploceus alienus",22.0125,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255767","Ploceus aurantius",24.0125,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255778","Ploceus baglafecht",31.445,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255795","Ploceus bannermani",30.9333333333333,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255802","Ploceus benghalensis",19.7625,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255811","Ploceus bertrandi",38.84,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255823","Ploceus bicolor",34.3857142857143,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255841","Ploceus bojeri",22.6,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255853","Ploceus burnieri",18.1,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255860","Ploceus capensis",44.15,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255874","Ploceus castaneiceps",18.42,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255886","Ploceus castanops",21.5,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255898","Ploceus cucullatus",36.5791666666667,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255930","Ploceus dichrocephalus",18.5,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255937","Ploceus galbula",21.425,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255952","Ploceus golandi",23.55,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255962","Ploceus grandis",63.5,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255968","Ploceus heuglini",26.453333334,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255979","Ploceus hypoxanthus",18.6,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255982","Ploceus insignis",27.4,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"255992","Ploceus intermedius",21.5928571428571,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256007","Ploceus jacksoni",25.67,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256020","Ploceus katangae",23.30625,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256032","Ploceus luteolus",13.45,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256045","Ploceus manyar",17.4,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256058","Ploceus megarhynchus",35.3,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256073","Ploceus melanocephalus",25.1714285714286,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256092","Ploceus melanogaster",23.1,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256105","Ploceus nelicourvi",22.6666666666667,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256114","Ploceus nicolli",26.54375,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256128","Ploceus nigerrimus",35.7481481477778,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256145","Ploceus nigricollis",27.1333333333333,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256158","Ploceus ocularis",25.6833333333333,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256171","Ploceus olivaceiceps",20.95,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256181","Ploceus pelzelni",13.0166666666667,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256197","Ploceus philippinus",25.0833333333333,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256215","Ploceus preussi",31.5625,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256222","Ploceus princeps",31.2,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256227","Ploceus reichardi",26.34,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256236","Ploceus rubiginosus",30.1285714285714,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256255","Ploceus sakalava",23.8,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256261","Ploceus sanctithomae",22,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256268","Ploceus spekei",35.2,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256281","Ploceus subaureus",30.7,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256294","Ploceus superciliosus",20.875,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256303","Ploceus taeniopterus",17.7,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256310","Ploceus temporalis",39.9416666666667,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256323","Ploceus tricolor",36.5375,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256331","Ploceus velatus",27.6857142857143,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256349","Ploceus vitellinus",23.9625,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256362","Ploceus weynsi",29.1,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256372","Ploceus xanthops",41.7888888888889,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256390","Ploceus xanthopterus",22.15,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"256405","Pluvialis apricaria",202.70238095,"Pluvialis","Charadriidae","Charadriiformes","Aves","Chordata","Animalia"
"256477","Pluvialis dominica",148.108695652174,"Pluvialis","Charadriidae","Charadriiformes","Aves","Chordata","Animalia"
"256535","Pluvialis fulva",144.442307692308,"Pluvialis","Charadriidae","Charadriiformes","Aves","Chordata","Animalia"
"256596","Pluvialis squatarola",220.186666666667,"Pluvialis","Charadriidae","Charadriiformes","Aves","Chordata","Animalia"
"256668","Pluvianellus socialis",84.26875,"Pluvianellus","Pluvianellidae","Charadriiformes","Aves","Chordata","Animalia"
"256686","Pluvianus aegyptius",82,"Pluvianus","Pluvianidae","Charadriiformes","Aves","Chordata","Animalia"
"256702","Pnoepyga albiventer",20.3,"Pnoepyga","Pnoepygidae","Passeriformes","Aves","Chordata","Animalia"
"256709","Pnoepyga formosana",20,"Pnoepyga","Pnoepygidae","Passeriformes","Aves","Chordata","Animalia"
"256713","Pnoepyga immaculata",20.5,"Pnoepyga","Pnoepygidae","Passeriformes","Aves","Chordata","Animalia"
"256715","Pnoepyga pusilla",12,"Pnoepyga","Pnoepygidae","Passeriformes","Aves","Chordata","Animalia"
"256719","Podager nacunda",150.25,"Podager","Caprimulgidae","Strigiformes","Aves","Chordata","Animalia"
"256729","Podarcis bocagei",3.63800193562935,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"256804","Podarcis carbonelli",3.29558634074245,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"256882","Podarcis cretensis",3.07231807520637,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"256904","Podarcis erhardii",6.82605317482598,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"256958","Podarcis filfolensis",6.79253627358441,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257001","Podarcis gaigeae",6.5871170630623,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257065","Podarcis hispanicus",3.52911519128669,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257190","Podarcis lilfordi",6.58109679253519,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257256","Podarcis liolepis",3.64510040367771,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257323","Podarcis melisellensis",5.24867993281543,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257378","Podarcis milensis",2.68665057346734,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257414","Podarcis muralis",5.26867469841982,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257534","Podarcis peloponnesiacus",7.04233990018747,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257573","Podarcis pityusensis",5.54810288455122,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257632","Podarcis siculus",6.26796865515281,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257703","Podarcis tauricus",4.85128522899755,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257755","Podarcis tiliguerta",6.36794822748758,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257849","Podarcis vaucheri",3.16227766016838,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257904","Podarcis waglerianus",3.28837879264112,"Podarcis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"257931","Podargus ocellatus",203.115384615385,"Podargus","Podargidae","Caprimulgiformes","Aves","Chordata","Animalia"
"257964","Podargus papuensis",406.666666666667,"Podargus","Podargidae","Strigiformes","Aves","Chordata","Animalia"
"257978","Podargus strigoides",360.53,"Podargus","Podargidae","Caprimulgiformes","Aves","Chordata","Animalia"
"258000","Podica senegalensis",511.625,"Podica","Heliornithidae","Gruiformes","Aves","Chordata","Animalia"
"258009","Podicephorus major",1646,"Podicephorus","Podicipedidae","Podicipediformes","Aves","Chordata","Animalia"
"258012","Podiceps andinus",306.930555558333,"Podiceps","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258044","Podiceps auritus",422.77777778,"Podiceps","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258103","Podiceps cristatus",872.205263157895,"Podiceps","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258169","Podiceps gallardoi",575,"Podiceps","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258174","Podiceps grisegena",917.923333333333,"Podiceps","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258228","Podiceps nigricollis",334.324561405263,"Podiceps","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258303","Podiceps occipitalis",321,"Podiceps","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258308","Podiceps taczanowskii",391.5,"Podiceps","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258312","Podilymbus gigas",699,"Podilymbus","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258322","Podilymbus podiceps",428.95238095,"Podilymbus","Podicipedidae","Podicipediforme","Aves","Chordata","Animalia"
"258359","Podoces hendersoni",125.6,"Podoces","Corvidae","Passeriformes","Aves","Chordata","Animalia"
"258371","Podoces panderi",90.71,"Podoces","Corvidae","Passeriformes","Aves","Chordata","Animalia"
"258385","Podoces pleskei",90,"Podoces","Corvidae","Passeriformes","Aves","Chordata","Animalia"
"258389","Podocnemis expansa",25800,"Podocnemis","Podocnemididae","Testudines","Reptilia","Chordata","Animalia"
"258454","Podocnemis lewyana",9599,"Podocnemis","Podocnemididae","Testudines","Reptilia","Chordata","Animalia"
"258470","Podocnemis sextuberculata",8609.09888888889,"Podocnemis","Podocnemididae","Testudines","Reptilia","Chordata","Animalia"
"258517","Podocnemis unifilis",5628,"Podocnemis","Podocnemididae","Testudines","Reptilia","Chordata","Animalia"
"258557","Podocnemis vogli",2013,"Podocnemis","Podocnemididae","Testudines","Reptilia","Chordata","Animalia"
"258584","Podogymnura aureospinula",1,"Podogymnura","Erinaceidae","Erinaceomorpha","Mammalia","Chordata","Animalia"
"258588","Podogymnura truei",1,"Podogymnura","Erinaceidae","Erinaceomorpha","Mammalia","Chordata","Animalia"
"258593","Podomys floridanus",31.14875,"Podomys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia"
"258635","Podoxymys roraimae",33.79,"Podoxymys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"258638","Poecile atricapillus",11.5,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"258770","Poecile carolinensis",10.3640476192857,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"258823","Poecile cinctus",50.675,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"258868","Poecile davidi",11.4,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"258871","Poecile gambeli",11.3098666666667,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"258927","Poecile hudsonicus",9.85714285714286,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"258959","Poecile hypermelaenus",11.888333333,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"258984","Poecile lugubris",17.0866666666667,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"259010","Poecile montanus",12.65,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"259101","Poecile palustris",11.7773809521429,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"259175","Poecile rufescens",9.70833333333333,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"259216","Poecile sclateri",10.61,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"259249","Poecile superciliosus",11.55,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"259252","Poecile varius",17.3,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"259262","Poecile weigoldicus",12.6071428571429,"Poecile","Paridae","Passeriformes","Aves","Chordata","Animalia"
"259293","Poecilodryas albonotata",38.6,"Poecilodryas","Petroicidae","Passeriformes","Aves","Chordata","Animalia"
"259298","Poecilodryas brachyura",25.1,"Poecilodryas","Petroicidae","Passeriformes","Aves","Chordata","Animalia"
"259300","Poecilodryas cerviniventris",19.9,"Poecilodryas","Petroicidae","Passeriformes","Aves","Chordata","Animalia"
"259306","Poecilodryas hypoleuca",19.6666666666667,"Poecilodryas","Petroicidae","Passeriformes","Aves","Chordata","Animalia"
"259310","Poecilodryas placens",25.5,"Poecilodryas","Petroicidae","Passeriformes","Aves","Chordata","Animalia"
"259317","Poecilodryas superciliosa",19.9,"Poecilodryas","Petroicidae","Passeriformes","Aves","Chordata","Animalia"
"259332","Poecilogale albinucha",281.886666666667,"Poecilogale","Mustelidae","Carnivora","Mammalia","Chordata","Animalia"
"259365","Poecilotriccus albifacies",8,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259367","Poecilotriccus calopterus",7.55,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259372","Poecilotriccus capitalis",8,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259376","Poecilotriccus fumifrons",6.6,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259380","Poecilotriccus latirostris",8.1,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259383","Poecilotriccus luluae",7.3,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259385","Poecilotriccus plumbeiceps",5.7,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259391","Poecilotriccus ruficeps",9.05,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259394","Poecilotriccus russatus",8,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259399","Poecilotriccus sylvia",7.1,"Poecilotriccus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"259406","Poelagus marjorita",2504.85,"Poelagus","Leporidae","Lagomorpha","Mammalia","Chordata","Animalia"
"259415","Poeoptera kenricki",44,"Poeoptera","Sturnidae","Passeriformes","Aves","Chordata","Animalia"
"259423","Poeoptera lugubris",35.89,"Poeoptera","Sturnidae","Passeriformes","Aves","Chordata","Animalia"
"259434","Poeoptera sharpii",44.3,"Poeoptera","Sturnidae","Passeriformes","Aves","Chordata","Animalia"
"259444","Poeoptera stuhlmanni",39.125,"Poeoptera","Sturnidae","Passeriformes","Aves","Chordata","Animalia"
"259453","Poephila acuticauda",13.8,"Poephila","Estrildidae","Passeriformes","Aves","Chordata","Animalia"
"259468","Poephila cincta",14.5,"Poephila","Estrildidae","Passeriformes","Aves","Chordata","Animalia"
"259483","Poephila personata",13,"Poephila","Estrildidae","Passeriformes","Aves","Chordata","Animalia"
"259490","Pogona barbata",187.510247023416,"Pogona","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"259556","Pogona henrylawsoni",43.6515832240166,"Pogona","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"259564","Pogona minima",135.466003055987,"Pogona","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"259652","Pogona minor",176.739940808277,"Pogona","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"259764","Pogona mitchelli",148.454210630657,"Pogona","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"259841","Pogona nullarbor",57.5439937337157,"Pogona","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"259854","Pogona vitticeps",660.423931487127,"Pogona","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"259932","Pogoniulus atroflavus",18.02,"Pogoniulus","Ramphastidae","Piciformes","Aves","Chordata","Animalia"
"259947","Pogoniulus bilineatus",12.9954545454545,"Pogoniulus","Ramphastidae","Piciformes","Aves","Chordata","Animalia"
"259972","Pogoniulus chrysoconus",11.9583333333333,"Pogoniulus","Ramphastidae","Piciformes","Aves","Chordata","Animalia"
"259987","Pogoniulus coryphaeus",10.7,"Pogoniulus","Ramphastidae","Piciformes","Aves","Chordata","Animalia"
