"","species","varval","genus","family","order","class","phylum","kingdom"
"151209","Hydrophis peronii",1060,"Hydrophis","Elapidae","Squamata","Reptilia","Chordata","Animalia"
"151216","Hydrophis platurus",161.5,"Hydrophis","Elapidae","Squamata","Reptilia","Chordata","Animalia"
"151248","Hydrophis schistosus",804.1075,"Hydrophis","Elapidae","Squamata","Reptilia","Chordata","Animalia"
"151289","Hydrophis stokesii",2577.25,"Hydrophis","Elapidae","Squamata","Reptilia","Chordata","Animalia"
"151302","Hydrophis zweifeli",196,"Hydrophis","Elapidae","Squamata","Reptilia","Chordata","Animalia"
"151307","Hydropotes inermis",12753.3466666667,"Hydropotes","Cervidae","Artiodactyla","Mammalia","Chordata","Animalia"
"151329","Hydroprogne caspia",649.203703705556,"Hydroprogne","Laridae","Charadriiformes","Aves","Chordata","Animalia"
"151385","Hydrops caesurus",60,"Hydrops","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"151390","Hydrops martii",330.5,"Hydrops","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"151396","Hydrops triangularis",60,"Hydrops","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"151401","Hydropsalis climacocerca",46,"Hydropsalis","Caprimulgidae","Strigiformes","Aves","Chordata","Animalia"
"151406","Hydropsalis torquata",58.5,"Hydropsalis","Caprimulgidae","Strigiformes","Aves","Chordata","Animalia"
"151413","Hydrosaurus amboinensis",1096.47819614319,"Hydrosaurus","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"151430","Hydrosaurus pustulatus",562.341325190349,"Hydrosaurus","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"151450","Hydrosaurus weberi",933.254300796992,"Hydrosaurus","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"151460","Hydrurga leptonyx",375671.075,"Hydrurga","Phocidae","Carnivora","Mammalia","Chordata","Animalia"
"151493","Hyemoschus aquaticus",11550,"Hyemoschus","Tragulidae","Artiodactyla","Mammalia","Chordata","Animalia"
"151514","Hyetornis pluvialis",163,"Hyetornis","Cuculidae","Cuculiformes","Aves","Chordata","Animalia"
"151517","Hyetornis rufigularis",128,"Hyetornis","Cuculidae","Cuculiformes","Aves","Chordata","Animalia"
"151520","Hyla annectans",5.45,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151537","Hyla arborea",8.59,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151581","Hyla arenicolor",3.384989,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151606","Hyla chrysoscelis",4.282839,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151641","Hyla cinerea",5.163812375,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151686","Hyla gratiosa",11.002178,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151724","Hyla sarda",3.2,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151739","Hyla squirella",2.2,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151769","Hyla versicolor",7.600448,"Hyla","Hylidae","Anura","Amphibia","Chordata","Animalia"
"151816","Hyladelphys kalinowskii",15.5,"Hyladelphys","Didelphidae","Didelphimorphia","Mammalia","Chordata","Animalia"
"151821","Hylaeamys laticeps",49.5536363636364,"Hylaeamys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia"
"151848","Hylaeamys megacephalus",50.2709090909091,"Hylaeamys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia"
"151883","Hylaeamys perenensis",49.598,"Hylaeamys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia"
"151909","Hylaeamys yunganus",30.75,"Hylaeamys","Cricetidae","Rodentia","Mammalia","Chordata","Animalia"
"151914","Hylarana chalconota",4.1,"Hylarana","Ranidae","Anura","Amphibia","Chordata","Animalia"
"151928","Hylarana erythraea",19,"Hylarana","Ranidae","Anura","Amphibia","Chordata","Animalia"
"151962","Hylarana guentheri",41.4,"Hylarana","Ranidae","Anura","Amphibia","Chordata","Animalia"
"151988","Hylarana nicobariensis",2.6,"Hylarana","Ranidae","Anura","Amphibia","Chordata","Animalia"
"151994","Hylarana nigrovittata",12.4,"Hylarana","Ranidae","Anura","Amphibia","Chordata","Animalia"
"152024","Hylarana taipehensis",4.8,"Hylarana","Ranidae","Anura","Amphibia","Chordata","Animalia"
"152046","Hylexetastes perrotii",103.6,"Hylexetastes","Furnariidae","Passeriformes","Aves","Chordata","Animalia"
"152052","Hylexetastes stresemanni",111,"Hylexetastes","Furnariidae","Passeriformes","Aves","Chordata","Animalia"
"152054","Hylia prasina",12.1428571428571,"Hylia","Cettiidae","Passeriformes","Aves","Chordata","Animalia"
"152070","Hyliota australis",10.95,"Hyliota","Hyliotidae","Passeriformes","Aves","Chordata","Animalia"
"152081","Hyliota flavigaster",12.775,"Hyliota","Hyliotidae","Passeriformes","Aves","Chordata","Animalia"
"152094","Hyliota usambara",10.625,"Hyliota","Hyliotidae","Passeriformes","Aves","Chordata","Animalia"
"152105","Hyliota violacea",15.7625,"Hyliota","Hyliotidae","Passeriformes","Aves","Chordata","Animalia"
"152110","Hylobates agilis",6002.33,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152164","Hylobates albibarbis",5043.87166666667,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152207","Hylobates concolor",6852.5,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152216","Hylobates hoolock",6875,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152224","Hylobates klossii",5880.5725,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152248","Hylobates lar",6211.834,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152304","Hylobates leucogenys",6000,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152307","Hylobates moloch",6142.11,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152364","Hylobates muelleri",6045.78375,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152423","Hylobates pileatus",5947.155,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152473","Hylobates syndactylus",10900,"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Animalia"
"152485","Hylocharis chrysura",4.3125,"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"152492","Hylocharis cyanus",3.57666666666667,"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"152505","Hylocharis eliciae",3.8,"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"152513","Hylocharis grayi",5.675,"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"152520","Hylocharis humboldtii",5.825,"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"152527","Hylocharis leucotis",3.7225,"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"152560","Hylocharis sapphirina",4.03333333333333,"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"152568","Hylocharis xantusii",3.4375,"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"152578","Hylochoerus meinertzhageni",201043.49,"Hylochoerus","Suidae","Artiodactyla","Mammalia","Chordata","Animalia"
"152610","Hylocichla mustelina",47.3961538461538,"Hylocichla","Turdidae","Passeriformes","Aves","Chordata","Animalia"
"152679","Hylocryptus erythrocephalus",46.5,"Hylocryptus","Furnariidae","Passeriformes","Aves","Chordata","Animalia"
"152682","Hylocryptus rectirostris",48,"Hylocryptus","Furnariidae","Passeriformes","Aves","Chordata","Animalia"
"152686","Hyloctistes subulatus",28.8,"Hyloctistes","Furnariidae","Passeriformes","Aves","Chordata","Animalia"
"152689","Hylomanes momotula",30.65,"Hylomanes","Momotidae","Coraciiformes","Aves","Chordata","Animalia"
"152694","Hylomys parvus",45.15,"Hylomys","Erinaceidae","Erinaceomorpha","Mammalia","Chordata","Animalia"
"152704","Hylomys suillus",59.3025,"Hylomys","Erinaceidae","Erinaceomorpha","Mammalia","Chordata","Animalia"
"152719","Hylomyscus aeta",22.13,"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"152723","Hylomyscus alleni",19.97,"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"152733","Hylomyscus baeri",1,"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"152736","Hylomyscus carillus",1,"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"152739","Hylomyscus denniae",35.99,"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"152743","Hylomyscus grandis",1,"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"152746","Hylomyscus parvus",14.49,"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"152749","Hylomyscus stella",18.5633333333333,"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"152766","Hylonycteris underwoodi",7.3875,"Hylonycteris","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"152786","Hylopetes alboniger",242.563333333333,"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"152799","Hylopetes bartelsi",88,"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"152801","Hylopetes nigripes",86,"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"152805","Hylopetes phayrei",226.99,"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"152809","Hylopetes platyurus",48.66,"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"152820","Hylopetes sagitta",49.9316666666667,"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"152837","Hylopetes sipora",44.5,"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"152841","Hylopetes spadiceus",103.05,"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"152846","Hylopezus auricularis",40.5,"Hylopezus","Grallariidae","Passeriformes","Aves","Chordata","Animalia"
"152849","Hylopezus berlepschi",48,"Hylopezus","Grallariidae","Passeriformes","Aves","Chordata","Animalia"
"152851","Hylopezus dives",44,"Hylopezus","Grallariidae","Passeriformes","Aves","Chordata","Animalia"
"152853","Hylopezus fulviventris",41,"Hylopezus","Grallariidae","Passeriformes","Aves","Chordata","Animalia"
"152857","Hylopezus macularius",44.2,"Hylopezus","Grallariidae","Passeriformes","Aves","Chordata","Animalia"
"152861","Hylopezus nattereri",32,"Hylopezus","Grallariidae","Passeriformes","Aves","Chordata","Animalia"
"152865","Hylopezus ochroleucus",28,"Hylopezus","Grallariidae","Passeriformes","Aves","Chordata","Animalia"
"152867","Hylopezus perspicillatus",42.25,"Hylopezus","Grallariidae","Passeriformes","Aves","Chordata","Animalia"
"152877","Hylophilus aurantiifrons",9.11666666666667,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152889","Hylophilus brunneiceps",9.9,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152893","Hylophilus decurtatus",9.25,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152909","Hylophilus flavipes",11.4,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152922","Hylophilus hypoxanthus",17,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152924","Hylophilus muscicapinus",11.7,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152928","Hylophilus ochraceiceps",11.08,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152942","Hylophilus olivaceus",11.4,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152952","Hylophilus pectoralis",11.375,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152961","Hylophilus poicilotis",10.4,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152965","Hylophilus sclateri",11.2,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152969","Hylophilus semibrunneus",11.4,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152973","Hylophilus semicinereus",13,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152975","Hylophilus thoracicus",13.8,"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Animalia"
"152977","Hylophylax naevioides",17.8,"Hylophylax","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"152991","Hylophylax naevius",14.2,"Hylophylax","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"152996","Hylophylax punctulatus",12.4,"Hylophylax","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153001","Hylopsar cupreocauda",59.5,"Hylopsar","Sturnidae","Passeriformes","Aves","Chordata","Animalia"
"153009","Hylopsar purpureiceps",63.25,"Hylopsar","Sturnidae","Passeriformes","Aves","Chordata","Animalia"
"153017","Hylorchilus navai",29.3,"Hylorchilus","Troglodytidae","Passeriformes","Aves","Chordata","Animalia"
"153019","Hylorchilus sumichrasti",28.4,"Hylorchilus","Troglodytidae","Passeriformes","Aves","Chordata","Animalia"
"153022","Hyloxalus subpunctatus",1.5,"Hyloxalus","Dendrobatidae","Anura","Amphibia","Chordata","Animalia"
"153041","Hymenolaimus malacorhynchos",838.205128207692,"Hymenolaimus","Anatidae","Anseriformes","Aves","Chordata","Animalia"
"153074","Hymenops perspicillatus",22.9,"Hymenops","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"153080","Hynobius kimurae",13.8,"Hynobius","Hynobiidae","Caudata","Amphibia","Chordata","Animalia"
"153089","Hynobius leechii",7.3,"Hynobius","Hynobiidae","Caudata","Amphibia","Chordata","Animalia"
"153099","Hynobius nebulosus",3.4,"Hynobius","Hynobiidae","Caudata","Amphibia","Chordata","Animalia"
"153109","Hynobius quelpaertensis",7.2,"Hynobius","Hynobiidae","Caudata","Amphibia","Chordata","Animalia"
"153118","Hynobius tokyoensis",7.85,"Hynobius","Hynobiidae","Caudata","Amphibia","Chordata","Animalia"
"153127","Hynobius yangi",4.4,"Hynobius","Hynobiidae","Caudata","Amphibia","Chordata","Animalia"
"153136","Hyomys dammermani",932.5,"Hyomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"153141","Hyomys goliath",874.37,"Hyomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"153150","Hyosciurus heinrichi",1,"Hyosciurus","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"153153","Hyosciurus ileile",1,"Hyosciurus","Sciuridae","Rodentia","Mammalia","Chordata","Animalia"
"153156","Hypargos margaritatus",11.3,"Hypargos","Estrildidae","Passeriformes","Aves","Chordata","Animalia"
"153169","Hypargos niveoguttatus",14.9142857142857,"Hypargos","Estrildidae","Passeriformes","Aves","Chordata","Animalia"
"153186","Hyperacrius fertilis",22.25,"Hyperacrius","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"153191","Hyperacrius wynnei",52.6,"Hyperacrius","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"153198","Hypergerus atriceps",28.825,"Hypergerus","Cisticolidae","Passeriformes","Aves","Chordata","Animalia"
"153211","Hyperolius marmoratus",1,"Hyperolius","Hyperoliidae","Anura","Amphibia","Chordata","Animalia"
"153225","Hyperolius parallelus",1,"Hyperolius","Hyperoliidae","Anura","Amphibia","Chordata","Animalia"
"153231","Hyperolius tuberilinguis",1,"Hyperolius","Hyperoliidae","Anura","Amphibia","Chordata","Animalia"
"153253","Hyperolius viridiflavus",0.889981333333333,"Hyperolius","Hyperoliidae","Anura","Amphibia","Chordata","Animalia"
"153262","Hyperoodon ampullatus",5712920.135,"Hyperoodon","Hyperoodontidae","Cetacea","Mammalia","Chordata","Animalia"
"153317","Hyperoodon planifrons",4718750.0025,"Hyperoodon","Hyperoodontidae","Cetacea","Mammalia","Chordata","Animalia"
"153335","Hypnale nepa",33.1131121482591,"Hypnale","Viperidae","Squamata","Reptilia","Chordata","Animalia"
"153344","Hypnelus ruficollis",49.8,"Hypnelus","Bucconidae","Galbuliformes","Aves","Chordata","Animalia"
"153350","Hypocnemis cantator",12.48,"Hypocnemis","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153363","Hypocnemis flavescens",12.6,"Hypocnemis","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153369","Hypocnemis ochrogyna",12.6,"Hypocnemis","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153375","Hypocnemis peruviana",12.6,"Hypocnemis","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153381","Hypocnemis striata",12.6,"Hypocnemis","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153387","Hypocnemis subflava",12.6,"Hypocnemis","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153393","Hypocnemoides maculicauda",11.8,"Hypocnemoides","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153397","Hypocnemoides melanopogon",14.1,"Hypocnemoides","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153402","Hypocolius ampelinus",50.3214285714286,"Hypocolius","Hypocoliidae","Passeriformes","Aves","Chordata","Animalia"
"153416","Hypocryptadius cinnamomeus",30,"Hypocryptadius","Passeridae","Passeriformes","Aves","Chordata","Animalia"
"153420","Hypoedaleus guttatus",38.8,"Hypoedaleus","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"153424","Hypogeomys antimena",1231.4825,"Hypogeomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"153450","Hypogramma hypogrammicum",11.45,"Hypogramma","Nectariniidae","Passeriformes","Aves","Chordata","Animalia"
"153464","Hypopicus hyperythrus",74,"Hypopicus","Picidae","Piciformes","Aves","Chordata","Animalia"
"153473","Hypositta corallirostris",14.1,"Hypositta","Vangidae","Passeriformes","Aves","Chordata","Animalia"
"153477","Hypothymis azurea",12.0875,"Hypothymis","Monarchidae","Passeriformes","Aves","Chordata","Animalia"
"153498","Hypothymis coelestis",13.6,"Hypothymis","Monarchidae","Passeriformes","Aves","Chordata","Animalia"
"153500","Hypothymis helenae",9.9,"Hypothymis","Monarchidae","Passeriformes","Aves","Chordata","Animalia"
"153504","Hypsiboas boans",41.4,"Hypsiboas","Hylidae","Anura","Amphibia","Chordata","Animalia"
"153530","Hypsiboas crepitans",9.9,"Hypsiboas","Hylidae","Anura","Amphibia","Chordata","Animalia"
"153550","Hypsiglena affinis",104,"Hypsiglena","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"153566","Hypsiglena chlorophaea",104,"Hypsiglena","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"153584","Hypsiglena jani",104,"Hypsiglena","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"153600","Hypsiglena ochrorhyncha",104,"Hypsiglena","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"153618","Hypsiglena torquata",58.6466466524139,"Hypsiglena","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"153648","Hypsignathus monstrosus",333.485,"Hypsignathus","Pteropodidae","Chiroptera","Mammalia","Chordata","Animalia"
"153668","Hypsilurus boydii",77.2227986504074,"Hypsilurus","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"153691","Hypsilurus capreolatus",30.9029543251359,"Hypsilurus","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"153696","Hypsilurus spinipes",44.1533823498309,"Hypsilurus","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"153728","Hypsipetes amaurotis",70.9,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153734","Hypsipetes borbonicus",55.3,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153738","Hypsipetes crassirostris",79.5,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153741","Hypsipetes everetti",56.1,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153748","Hypsipetes ganeesa",50.6625,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153758","Hypsipetes guimarasensis",38,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153762","Hypsipetes leucocephalus",53.25,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153772","Hypsipetes madagascariensis",49.1214285714286,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153790","Hypsipetes mindorensis",38,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153794","Hypsipetes moheliensis",53.25,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153801","Hypsipetes olivaceus",75,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153805","Hypsipetes parvirostris",55.75,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153816","Hypsipetes philippinus",38.2,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153824","Hypsipetes rufigularis",44.9,"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Animalia"
"153831","Hypsiprymnodon moschatus",517.125,"Hypsiprymnodon","Hypsiprymnodontidae","Diprotodontia","Mammalia","Chordata","Animalia"
"153850","Hypsirhynchus parvifrons",29.7166603173803,"Hypsirhynchus","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"153861","Hypsugo arabicus",3.17,"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"153864","Hypsugo bodenheimeri",2.71,"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"153872","Hypsugo cadornae",6.69,"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"153877","Hypsugo crassulus",6.09,"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"153880","Hypsugo eisentrauti",6.11,"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"153883","Hypsugo imbricatus",6.29,"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"153886","Hypsugo pulveratus",5.53,"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"153889","Hypsugo savii",6.3,"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"153899","Hystrix africaeaustralis",15477.0025,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Animalia"
"153947","Hystrix brachyura",8000,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Animalia"
"153971","Hystrix crassispinis",4584.6,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Animalia"
"153977","Hystrix cristata",18347.92,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Animalia"
"154004","Hystrix indica",17789.72,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Animalia"
"154028","Hystrix javanica",5333.66666666667,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Animalia"
"154044","Hystrix pumila",3008.08666666667,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Animalia"
"154057","Hystrix sumatrae",2800.33333333333,"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Animalia"
"154065","Ia io",49.3,"Ia","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"154068","Iberolacerta aranica",3.53128958060041,"Iberolacerta","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154102","Iberolacerta aurelioi",3.87783229004823,"Iberolacerta","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154139","Iberolacerta bonnali",3.30768611114873,"Iberolacerta","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154201","Iberolacerta cyreni",8.12684305238953,"Iberolacerta","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154268","Iberolacerta horvathi",4.28645137629706,"Iberolacerta","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154299","Iberolacerta martinezricai",8.307,"Iberolacerta","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154369","Iberolacerta monticola",6.78905021538684,"Iberolacerta","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154456","Ibidorhyncha struthersii",293.75,"Ibidorhyncha","Ibidorhynchidae","Charadriiformes","Aves","Chordata","Animalia"
"154469","Ibycter americanus",465.333333333333,"Ibycter","Falconidae","Falconiformes","Aves","Chordata","Animalia"
"154479","Ichneumia albicauda",3444.6,"Ichneumia","Herpestidae","Carnivora","Mammalia","Chordata","Animalia"
"154501","Ichnotropis capensis",2.13767614548587,"Ichnotropis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154514","Ichnotropis squamulosa",3.96967345867584,"Ichnotropis","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"154547","Ichthyaetus audouinii",585,"Ichthyaetus","Laridae","Charadriiformes","Aves","Chordata","Animalia"
"154573","Ichthyaetus hemprichii",475.4375,"Ichthyaetus","Laridae","Charadriiformes","Aves","Chordata","Animalia"
"154584","Ichthyaetus ichthyaetus",1410.11538461538,"Ichthyaetus","Laridae","Charadriiformes","Aves","Chordata","Animalia"
"154617","Ichthyaetus leucophthalmus",330,"Ichthyaetus","Laridae","Charadriiformes","Aves","Chordata","Animalia"
"154628","Ichthyaetus melanocephalus",292.571428571429,"Ichthyaetus","Laridae","Charadriiformes","Aves","Chordata","Animalia"
"154671","Ichthyaetus relictus",418.875,"Ichthyaetus","Laridae","Charadriiformes","Aves","Chordata","Animalia"
"154688","Ichthyomys hydrobates",66.39,"Ichthyomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"154690","Ichthyomys pittieri",69.1,"Ichthyomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"154692","Ichthyomys stolzmanni",84.7,"Ichthyomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"154694","Ichthyomys tweedii",118.5,"Ichthyomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"154698","Ichthyosaura alpestris",3.2,"Ichthyosaura","Salamandridae","Caudata","Amphibia","Chordata","Animalia"
"154720","Icteria virens",25.9076923076923,"Icteria","Parulidae","Passeriformes","Aves","Chordata","Animalia"
"154769","Icterus abeillei",35.275,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154804","Icterus auratus",32.1,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154808","Icterus auricapillus",32.2,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154812","Icterus bonana",29,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154814","Icterus bullockii",35.9845,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154879","Icterus cayanensis",41.3142857142857,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154895","Icterus chrysater",53.4,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154901","Icterus cucullatus",24.1772727272727,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154943","Icterus dominicensis",37.2,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"154968","Icterus galbula",35.2078947368421,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155041","Icterus graduacauda",42.075,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
"155056","Icterus gularis",56.6428571428571,"Icterus","Icteridae","Passeriformes","Aves","Chordata","Animalia"
